title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Journal of Agricultural Sciences (Belgrade),University of Belgrade - Faculty of Agriculture,journal,AGRI,Animal Science and Zoology;Agronomy and Crop Science;Soil Science;Plant Science,0.386,0.153,0.7,0.7,28,40,14,0.0,33,58,26,6.06,15,59,12,0.0
Journal of Agricultural Sciences - Sri Lanka,"Faculty of Agricultural Sciences,  Sabaragamuwa University of Sri Lanka",journal,AGRI,Agricultural and Biological Sciences (miscellaneous),0.444,0.232,1.5,1.8,37,92,12,0.0,38,165,24,0.0,48,134,44,0.0
Journal of Agricultural and Environmental Ethics,Springer Science and Business Media B.V.,journal,ARTS;AGRI;ENVI,History;Agricultural and Biological Sciences (miscellaneous);Environmental Science (all);Environmental Chemistry,1.354,0.581,4.2,4.3,21,2338,3,0.0,22,2397,4,0.0,14,1965,12,7.14
Journal of Agricultural and Environmental Law,CEDR - Hungarian Association of Agricultural Law,journal,AGRI;SOCI;ENER,"Renewable Energy, Sustainability and the Environment;Agricultural and Biological Sciences (miscellaneous);Law",0.738,0.191,0.9,0.8,22,7,20,0.0,22,12,21,0.0,13,11,13,0.0
Journal of Agricultural and Food Chemistry,American Chemical Society,journal,AGRI;CHEM,Agricultural and Biological Sciences (all);Chemistry (all),1.259,1.114,8.9,9.9,1500,173692,37,10.4,1761,166176,172,9.48,2085,148881,1305,8.06
Journal of Agricultural and Food Industrial Organization,Walter de Gruyter GmbH,journal,ECON;BUSI;AGRI,"Business, Management and Accounting (all);Economics and Econometrics;Food Science",1.338,0.456,3.2,3.1,13,222,4,7.69,13,269,4,7.69,15,248,14,0.0
Journal of Agricultural and Food Information,Taylor and Francis Ltd.,journal,DECI;AGRI,Agronomy and Crop Science;Information Systems and Management;Food Science,0.168,0.181,1.2,1.3,7,257,5,14.29,5,281,4,20.0,1,216,1,0.0
Journal of Agricultural and Resource Economics,Colorado State University,journal,ECON;AGRI,Animal Science and Zoology;Agronomy and Crop Science;Economics and Econometrics,0.647,0.481,1.9,2.3,33,1181,5,0.0,30,1149,15,0.0,30,1010,24,0.0
Journal of Agricultural and Urban Entomology,South Carolina Entomological Society,journal,AGRI,Insect Science,0.243,0.197,0.9,1.4,3,289,0,0.0,5,245,3,0.0,0,208,0,0.0
"Journal of Agricultural, Biological, and Environmental Statistics",Springer,journal,DECI;AGRI;ENVI;MATH,"Statistics, Probability and Uncertainty;Agricultural and Biological Sciences (all);Agricultural and Biological Sciences (miscellaneous);Environmental Science (all);Statistics and Probability;Applied Mathematics",1.068,0.526,2.0,2.7,38,1638,7,0.0,43,1665,26,0.0,97,1533,78,1.03
Journal of Agriculture Faculty of Ege University,Ege Universitesi,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science;Animal Science and Zoology;Plant Science,0.114,0.123,0.4,0.2,59,4,40,1.69,48,15,42,6.25,30,16,30,10.0
Journal of Agriculture and Environment for International Development,Firenze University Press,journal,AGRI;SOCI;ENVI,Agricultural and Biological Sciences (all);Environmental Science (all);Development,0.15,0.158,1.4,1.0,10,102,3,0.0,14,129,6,0.0,6,145,6,0.0
Journal of Agriculture and Food Research,Elsevier B.V.,journal,AGRI,Agricultural and Biological Sciences (miscellaneous);Agronomy and Crop Science;Food Science,1.48,0.809,6.5,5.4,211,1237,8,7.11,442,3044,44,5.88,564,6010,314,13.3
Journal of Agriculture and Rural Development in the Tropics and Subtropics,University of Kassel,journal,AGRI;SOCI,"Geography, Planning and Development;Development;Agronomy and Crop Science;Forestry;Animal Science and Zoology",0.463,0.239,1.9,2.3,21,420,5,0.0,9,408,9,0.0,3,307,3,0.0
"Journal of Agriculture and Rural Development in the Tropics and Subtropics, Supplement",University of Kassel,journal,AGRI;SOCI,"Geography, Planning and Development;Development;Agronomy and Crop Science;Forestry;Animal Science and Zoology",0.393,0.224,1.2,0.8,3,4,1,0.0,10,12,7,0.0,6,19,4,0.0
Journal of Agriculture of the University of Puerto Rico,Agricultural Experiment Station,journal,AGRI,Animal Science and Zoology;Agronomy and Crop Science,0.122,0.116,0.1,0.2,13,70,12,0.0,26,82,26,0.0,8,66,8,0.0
Journal of Agro-Environment Science,Editorial Board of Journal of Agro-Environment Science,journal,AGRI;ENVI,"Nature and Landscape Conservation;Soil Science;Agronomy and Crop Science;Ecology, Evolution, Behavior and Systematics;Management, Monitoring, Policy and Law;Ecology;Environmental Chemistry",0.368,0.220,1.5,1.8,270,1040,109,1.85,274,1153,176,1.46,220,1081,203,3.18
Journal of Agrometeorology,Association of Agrometeorologists,journal,AGRI;EART,Agronomy and Crop Science;Atmospheric Science;Forestry,0.791,0.264,1.6,1.4,87,515,46,0.0,88,545,62,1.14,70,535,66,0.0
Journal of Agronomy and Crop Science,Wiley-Blackwell Publishing Ltd,journal,AGRI,Agronomy and Crop Science;Plant Science,1.254,0.913,6.4,8.2,70,5593,2,2.86,63,5404,13,1.59,95,4348,74,7.37
Journal of Anatomy,John Wiley and Sons Inc,journal,MEDI;AGRI;BIOC,"Developmental Biology;Histology;Molecular Biology;Cell Biology;Ecology, Evolution, Behavior and Systematics;Anatomy",1.07,0.757,4.1,4.8,196,11956,32,8.16,167,11366,44,7.19,187,9750,140,2.67
Journal of Animal Behaviour and Biometeorology,Malque Publishing,journal,ENVI;AGRI;EART,Animal Science and Zoology;Ecology;Atmospheric Science,0.927,0.503,3.5,4.0,41,316,9,14.63,38,422,17,15.79,19,348,15,10.53
Journal of Animal Breeding and Genetics,Wiley-Blackwell Publishing Ltd,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,0.85,0.703,4.0,5.2,58,2207,4,0.0,55,2021,9,0.0,79,1755,52,1.27
Journal of Animal Ecology,Wiley-Blackwell Publishing Ltd,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",1.438,1.801,7.5,9.1,195,18064,15,2.05,195,17657,32,5.64,169,15599,121,1.18
Journal of Animal Health and Production,ResearchersLinks Ltd,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.527,0.252,1.2,1.3,60,125,30,0.0,54,190,33,5.56,72,209,72,2.78
Journal of Animal Physiology and Animal Nutrition,Wiley-Blackwell Publishing Ltd,journal,VETE;AGRI,Animal Science and Zoology;Food Animals,1.036,0.710,5.2,6.3,133,6653,9,8.27,144,6944,28,5.56,190,5622,124,11.58
Journal of Animal Science,Oxford University Press,journal,AGRI;BIOC,Genetics;Animal Science and Zoology;Food Science,1.028,0.764,4.0,4.8,384,34198,59,4.17,492,31424,144,1.63,314,25615,247,0.32
Journal of Animal Science and Biotechnology,BioMed Central Ltd,journal,AGRI;BIOC,Biotechnology;Animal Science and Zoology;Biochemistry;Food Science,1.647,1.453,10.7,10.3,147,5924,3,14.97,159,6359,8,10.69,142,6493,87,9.86
Journal of Animal Science and Technology,Korean Society of Animal Sciences and Technology,journal,BIOC;VETE;AGRI;ENVI,"Food Science;Animal Science and Zoology;Veterinary (miscellaneous);Biochemistry, Genetics and Molecular Biology (miscellaneous);Ecology",0.913,0.537,5.0,4.5,84,955,10,9.52,99,1249,25,13.13,75,1445,49,16.0
Journal of Animal and Feed Sciences,"Kielanowski Institute of Animal Physiology and Nutrition, Polish Academy of Science",journal,AGRI,Animal Science and Zoology;Food Science,0.547,0.350,2.4,2.1,40,1283,11,0.0,43,1229,12,4.65,35,910,23,8.57
Journal of Animal and Plant Sciences,Pakistan Agricultural Scientists Forum,journal,AGRI,Animal Science and Zoology;Plant Science,0.396,0.210,1.2,1.5,191,3061,88,1.57,153,2869,104,2.61,98,2234,89,8.16
Journal of Apicultural Research,Taylor and Francis Ltd.,journal,AGRI,Insect Science,0.78,0.449,3.9,4.8,82,3851,12,3.66,162,4297,43,12.96,202,3557,112,5.94
Journal of Apicultural Science,Research Institute of Pomology and Floriculture,journal,AGRI,Insect Science;Plant Science,0.508,0.248,1.7,1.7,16,544,7,6.25,11,522,7,0.0,8,468,8,0.0
Journal of Applied Animal Ethics Research,Brill Academic Publishers,journal,ARTS;AGRI,Animal Science and Zoology;Philosophy,0.284,0.216,0.8,0.6,6,1,2,33.33,16,9,11,0.0,7,12,7,0.0
Journal of Applied Animal Nutrition,Brill Wageningen Academic,journal,AGRI,Animal Science and Zoology,0.506,0.294,2.1,2.5,10,46,2,0.0,7,54,5,14.29,5,60,5,0.0
Journal of Applied Animal Research,Taylor and Francis Ltd.,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.775,0.453,2.6,2.7,88,2422,13,5.68,93,2491,31,10.75,62,2074,50,8.06
Journal of Applied Animal Welfare Science,Taylor and Francis Ltd.,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.64,0.372,3.4,3.9,35,1439,3,0.0,75,1451,14,0.0,83,1105,48,0.0
Journal of Applied Aquaculture,Taylor and Francis Ltd.,journal,AGRI;ENVI,Aquatic Science;Ecology,0.611,0.382,3.4,3.2,56,1036,3,1.79,72,875,15,1.39,57,932,42,3.51
Journal of Applied Biology and Biotechnology,Open Science Publishers LLP Inc.,journal,AGRI;BIOC,"Biotechnology;Biochemistry, Genetics and Molecular Biology (all);Agronomy and Crop Science;Food Science;Plant Science",0.46,0.274,2.2,1.8,159,436,31,2.52,183,817,74,13.11,184,948,153,8.7
Journal of Applied Biomedicine,University of South Bohemia in Ceske Budejovice Faculty of Health and Social Sciences,journal,PHAR;ENVI;MEDI;NEUR;BIOC;IMMU;ENGI;AGRI;COMP,"Pharmacology, Toxicology and Pharmaceutics (all);Artificial Intelligence;Biochemistry, Genetics and Molecular Biology (all);Health, Toxicology and Mutagenesis;Medicine (all);Agricultural and Biological Sciences (all);Neuroscience (all);Biomedical Engineering;Immunology and Microbiology (all)",0.55,0.363,3.1,2.4,19,858,4,5.26,25,920,13,4.0,20,789,18,10.0
Journal of Applied Botany and Food Quality,Julius Kuhn-Institut Federal Research Center for Cultivated Plants,journal,AGRI,Plant Science;Food Science,0.462,0.265,1.9,2.5,22,1318,6,0.0,19,1195,10,0.0,14,981,13,0.0
Journal of Applied Entomology,Wiley-Blackwell Publishing Ltd,journal,AGRI,Agronomy and Crop Science;Insect Science,0.828,0.572,3.4,3.4,134,5019,16,1.49,107,4870,28,0.93,147,4174,121,4.76
Journal of Applied Horticulture,Society for Advancement of Horticulture,journal,AGRI;BIOC,Biotechnology;Horticulture;Plant Science,0.203,0.135,0.5,0.9,25,342,21,0.0,51,304,42,0.0,26,279,23,7.69
Journal of Applied Ichthyology,Wiley-Hindawi,journal,AGRI,Aquatic Science,0.549,0.296,2.0,2.3,93,5511,32,1.08,35,4902,20,0.0,32,4181,29,0.0
Journal of Applied Phycology,Springer Science and Business Media B.V.,journal,AGRI,Aquatic Science;Plant Science,0.846,0.605,6.0,6.8,248,17433,23,6.05,228,16145,27,10.53,287,14664,190,7.67
Journal of Applied Poultry Research,Elsevier Inc.,journal,AGRI,Animal Science and Zoology,0.862,0.518,3.1,4.1,83,3895,12,0.0,75,4004,25,8.0,109,3205,83,2.75
Journal of Applied Research on Medicinal and Aromatic Plants,Elsevier GmbH,journal,AGRI;PHAR,Plant Science;Drug Discovery,1.261,0.580,6.9,6.4,87,1599,6,11.49,80,2091,7,6.25,71,1986,57,8.45
Journal of Applied and Natural Science,Applied and Natural Science Foundation,journal,ENVI;AGRI;BIOC;IMMU,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all);Environmental Science (all);Immunology and Microbiology (all)",0.224,0.166,1.0,0.8,214,240,104,7.01,199,423,137,6.53,144,543,134,6.25
Journal of Aquatic Animal Health,John Wiley & Sons Inc.,journal,AGRI,Aquatic Science,0.542,0.415,2.6,2.5,21,1730,6,4.76,25,1525,3,0.0,24,1215,14,4.17
Journal of Aquatic Food Product Technology,Taylor and Francis Ltd.,journal,AGRI,Aquatic Science;Food Science,0.451,0.357,3.2,3.5,88,2145,18,2.27,54,2069,21,1.85,49,1922,44,8.16
Journal of Arachnology,American Museum of Natural History,journal,AGRI,Insect Science,0.543,0.445,1.8,2.2,36,1198,9,2.78,27,1161,19,11.11,18,1018,16,11.11
Journal of Arid Environments,Academic Press,journal,ENVI;AGRI;EART,"Ecology;Earth-Surface Processes;Ecology, Evolution, Behavior and Systematics",0.942,0.709,5.6,5.7,132,12456,15,3.03,146,11097,36,4.79,135,9900,95,1.48
Journal of Aridland Agriculture,TathQeef Scientific Publishing,journal,AGRI;ENVI,Agronomy and Crop Science;Global and Planetary Change;Horticulture;Soil Science,0.246,0.133,1.1,0.7,3,11,2,0.0,19,12,12,5.26,16,34,15,6.25
Journal of Asia-Pacific Biodiversity,National Science Museum od Korea,journal,AGRI;ENVI,"Insect Science;Plant Science;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics;Ecology",0.816,0.285,1.3,1.7,93,767,47,0.0,104,884,71,0.0,134,745,121,0.75
Journal of Asia-Pacific Entomology,Elsevier B.V.,journal,AGRI,Insect Science,0.57,0.375,2.4,2.7,159,3139,33,1.89,151,3127,60,1.99,151,2839,118,2.65
Journal of Avian Biology,Wiley-Blackwell Publishing Ltd,journal,AGRI,"Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.723,0.678,3.2,3.7,58,4113,6,0.0,44,4124,14,0.0,62,3362,45,6.45
Journal of Bamboo and Rattan,Kerala Forestry Research Institute,journal,AGRI,"Agronomy and Crop Science;Ecology, Evolution, Behavior and Systematics",0.121,0.135,0.6,0.4,16,100,10,6.25,3,150,2,0.0,0,104,0,0.0
Journal of Berry Research,IOS Press BV,journal,AGRI;BIOC,Soil Science;Agronomy and Crop Science;Plant Science;Food Science;Biochemistry;Horticulture,0.458,0.340,3.3,3.5,34,721,8,5.88,21,761,8,4.76,14,646,12,0.0
Journal of Biogeography,Wiley-Blackwell Publishing Ltd,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",1.256,1.460,6.5,7.7,181,18993,8,0.0,175,18319,20,1.14,219,16391,135,0.0
Journal of Biological Control,Informatics Publishing Limited,journal,AGRI;IMMU,Applied Microbiology and Biotechnology;Agronomy and Crop Science;Insect Science,0.319,0.184,0.5,0.5,35,43,25,8.57,32,56,25,3.13,20,91,17,25.0
Journal of Biological Dynamics,Taylor and Francis Ltd.,journal,AGRI;ENVI,"Ecology;Ecology, Evolution, Behavior and Systematics",1.029,0.597,3.7,4.9,39,1174,1,0.0,47,1368,18,0.0,17,1212,11,5.88
Journal of Biological Education,Taylor and Francis Ltd.,journal,AGRI;SOCI,Education;Agricultural and Biological Sciences (all),0.866,0.438,3.2,3.0,53,1090,9,0.0,119,1175,43,0.0,104,1172,51,0.96
Journal of Biological Research (Greece),Aristotle University of Thessaloniki,journal,AGRI;BIOC,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all)",0.403,0.424,4.9,5.2,14,562,9,0.0,8,478,5,0.0,5,443,4,0.0
Journal of Biological Research (Italy),Page Press Publications,journal,MEDI;AGRI;BIOC,"Biochemistry, Genetics and Molecular Biology (all);Biochemistry (medical);Plant Science",0.221,0.177,0.9,1.0,34,147,15,2.94,25,154,17,0.0,18,127,16,11.11
Journal of Biological Systems,World Scientific,journal,AGRI;ENVI;MATH,Agricultural and Biological Sciences (miscellaneous);Ecology;Applied Mathematics,0.794,0.454,2.2,2.8,34,619,7,0.0,52,667,21,3.85,57,723,44,0.0
Journal of Biologically Active Products from Nature,Taylor and Francis Ltd.,journal,AGRI;PHAR;MEDI,Complementary and Alternative Medicine;Plant Science;Agricultural and Biological Sciences (miscellaneous);Toxicology;Pharmacology;Drug Discovery,0.359,0.243,1.9,2.1,34,505,7,11.76,39,604,21,5.13,27,508,24,11.11
Journal of Biopesticides,Crop Protection Research Centre,journal,AGRI,Agronomy and Crop Science;Plant Science,0.396,0.173,0.5,0.8,20,554,15,0.0,20,486,20,0.0,0,406,0,0.0
Journal of Bioresources and Bioproducts,KeAi Communications Co.,journal,AGRI;BIOC;MATE;CHEM,Materials Chemistry;Forestry;Biomaterials;Biochemistry;Organic Chemistry,3.565,2.880,29.2,39.3,32,2381,0,18.75,38,2224,4,21.05,40,1891,20,27.5
Journal of Biosciences,Springer,journal,AGRI;BIOC,"Agricultural and Biological Sciences (all);Biochemistry, Genetics and Molecular Biology (all)",0.551,0.583,3.7,5.8,94,4562,26,28.72,59,4247,29,20.34,101,3543,78,20.79
Journal of Biosystems Engineering,Springer International Publishing,journal,ENGI;AGRI;COMP,Agricultural and Biological Sciences (miscellaneous);Mechanical Engineering;Computer Science Applications;Engineering (miscellaneous),0.965,0.429,4.3,3.9,43,242,5,9.3,42,452,15,4.76,30,436,17,16.67
Journal of Bryology,Taylor and Francis Ltd.,journal,AGRI,"Plant Science;Ecology, Evolution, Behavior and Systematics",1.66,0.442,2.5,4.5,29,760,14,0.0,32,900,22,0.0,17,550,15,0.0
Journal of Buffalo Science,Lifescience Global,journal,VETE;AGRI,Animal Science and Zoology;Veterinary (all),0.402,0.273,0.6,2.4,12,35,9,0.0,16,43,12,0.0,16,47,15,0.0
Journal of Camel Practice and Research,Camel Publishing House,journal,AGRI,Animal Science and Zoology,0.171,0.122,1.2,1.1,5,362,3,0.0,39,343,31,2.56,29,369,27,0.0
Journal of Camelid Science,International society of Camelid Research and Development,journal,VETE;AGRI,Veterinary (miscellaneous);Animal Science and Zoology,0.176,0.127,1.4,1.0,6,19,4,0.0,2,21,1,0.0,0,23,0,0.0
Journal of Central European Agriculture,University of Agricultural Sciences and Veterinary Medicine,journal,AGRI,Animal Science and Zoology;Agronomy and Crop Science,0.375,0.208,1.2,1.4,87,921,38,5.75,90,912,57,11.11,74,787,68,6.76
Journal of Cereal Science,Academic Press,journal,AGRI;BIOC,Biochemistry;Food Science,1.282,0.900,6.6,7.8,170,15146,9,11.76,184,15534,32,5.98,192,12977,133,7.29
Journal of Cetacean Research and Management,International Whaling Commission,journal,AGRI,"Aquatic Science;Animal Science and Zoology;Ecology, Evolution, Behavior and Systematics",0.294,0.244,1.4,1.5,21,425,11,0.0,22,345,14,0.0,9,288,9,0.0
Journal of Chemical Ecology,Springer,journal,AGRI;BIOC,"Biochemistry;Ecology, Evolution, Behavior and Systematics",0.85,0.685,4.3,5.1,76,12442,12,0.0,64,12035,21,3.13,90,9415,67,4.44
Journal of Chinese Agricultural Mechanization,Journal of Chinese Agricultural Mechanization Editorial Office,journal,ENGI;AGRI,Agricultural and Biological Sciences (miscellaneous);Mechanical Engineering,0.323,0.190,1.2,0.9,381,629,181,0.52,425,842,266,0.0,411,848,382,0.0
Journal of Chinese Institute of Food Science and Technology,zhong guo shi pin xue bao bian ji bu,journal,AGRI,Food Science,0.216,0.154,1.0,0.9,520,1638,232,8.08,517,1610,365,0.77,375,1415,352,1.33
Journal of Chinese Soil and Water Conservation,Chinese Soil and Water Conservation Society,journal,EART;AGRI;ENVI,Geotechnical Engineering and Engineering Geology;Earth-Surface Processes;Water Science and Technology;Soil Science,0.183,0.148,0.2,0.3,24,30,22,0.0,20,30,19,0.0,7,25,7,0.0
"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",Springer Verlag,journal,NEUR;AGRI;BIOC,"Physiology;Animal Science and Zoology;Behavioral Neuroscience;Ecology, Evolution, Behavior and Systematics",0.792,0.621,4.3,4.8,55,6560,8,16.36,70,5846,20,24.29,77,4775,47,25.97
"Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology",Springer Science and Business Media Deutschland GmbH,journal,AGRI;BIOC,"Endocrinology;Animal Science and Zoology;Biochemistry;Ecology, Evolution, Behavior and Systematics;Physiology",0.594,0.531,3.7,3.9,61,5087,7,4.92,56,4506,14,3.57,71,3925,49,22.54
