title,Author_count,Open_access,Unique_affiliations_count,citedby_count
Effects of stand factors on tree growth of Chinese fir in the subtropics of China depends on climate conditions from predictions of a deep learning algorithm: A long-term spacing trial,4,0,3,5
A new approach to evaluate the risk of bark beetle outbreaks using multi-step machine learning methods,3,0,1,5
Compilation of a city-scale black carbon emission inventory: Challenges in developing countries based on a case study in Brazil,6,0,3,12
Monitoring 23-year of shoreline changes of the Zengwun Estuary in Southern Taiwan using time-series Landsat data and edge detection techniques,1,0,1,20
A catchment-scale model of river water quality by Machine Learning,3,1,1,22
Can water composition and weather factors predict fecal indicator bacteria removal in retention ponds in variable weather conditions?,5,1,1,6
Probabilistic forecasting of remotely sensed cropland vegetation health and its relevance for food security,2,1,3,11
Digital transformation of peatland eco-innovations (‘Paludiculture’): Enabling a paradigm shift towards the real-time sustainable production of ‘green-friendly’ products and services,7,1,4,70
Can in situ spectral measurements under disturbance-reduced environmental conditions help improve soil organic carbon estimation?,5,0,3,11
"Interannual and seasonal variations of permafrost thaw depth on the Qinghai-Tibetan Plateau: A comparative study using long short-term memory, convolutional neural networks, and random forest",9,0,4,14
"Carbon neutrality cognition, environmental value, and consumption preference of low-carbon products",3,1,1,7
Measuring the Uncertainty of Environmental Good Preferences with Bayesian Deep Learning,3,0,2,0
"Combining machine learning and SMILEs to classify, better understand, and project changes in ENSO events",3,1,4,5
Autonomous Chemical Experiments: Challenges and Perspectives on Establishing a Self-Driving Lab,9,1,4,101
High-throughput phenotyping of physiological traits for wheat resilience to high temperature and drought stress,6,1,4,27
Comparative study of statistical and machine learning techniques for fish production forecasting in Andhra Pradesh under climate change scenario,3,1,2,0
Emerging Technological Frameworks for the Sustainable Agriculture and Environmental Management,2,1,2,19
FINETUNA: fine-tuning accelerated molecular simulations,4,1,1,22
Towards Resilient Agriculture to Hostile Climate Change in the Sahel Region: A Case Study of Machine Learning-Based Weather Prediction in Senegal,5,1,2,9
A short-term water demand forecasting model using multivariate long short-term memory with meteorological data,4,1,2,17
Machine Learning Based Prediction of Urban Flood Susceptibility from Selected Rivers in a Tropical Catchment Area,1,1,1,22
An Automated Analysis Tool for the Classification of Sea Surface Temperature Imagery,3,0,1,2
Environmental and safety issues associated with geological carbon storage: a review,5,0,1,5
Mathematical and Machine Learning Models for Groundwater Level Changes: A Systematic Review and Bibliographic Analysis,4,1,3,37
Crop Yield Loss Risk Is Modulated by Anthropogenic Factors,6,1,3,5
Learning the Indicative Patterns of Simulated Force Changes in Soil Moisture by BP Neural Networks and Finding Differences with SMAP Observations,7,1,3,2
Counteracting French Fake News on Climate Change Using Language Models,5,1,4,5
"Mapping Crop Types Using Sentinel-2 Data Machine Learning and Monitoring Crop Phenology with Sentinel-1 Backscatter Time Series in Pays de Brest, Brittany, France",2,1,2,20
Predicting Factors Affecting Preparedness of Volcanic Eruption for a Sustainable Community: A Case Study in the Philippines,5,1,3,24
Predicting Monthly Runoff of the Upper Yangtze River Based on Multiple Machine Learning Models,8,1,3,9
Towards Forecasting Future Snow Cover Dynamics in the European Alps—The Potential of Long Optical Remote-Sensing Time Series,4,1,2,7
Machine learning model for snow depth estimation using a multisensory ubiquitous platform,4,1,1,0
An Integrated Monitoring System for Coastal and Riparian Areas Based on Remote Sensing and Machine Learning,8,1,3,7
Uncertainty Analysis of Numerical Simulation of Seawater Intrusion Using Deep Learning-Based Surrogate Model,6,1,2,6
Evaluation of Maximum Entropy (Maxent) Machine Learning Model to Assess Relationships between Climate and Corn Suitability,3,1,2,22
Prediction of PM<inf>2.5</inf> Concentration in Ningxia Hui Autonomous Region Based on PCA-Attention-LSTM,2,1,1,11
Development of a Temperature-Based Model Using Machine Learning Algorithms for the Projection of Evapotranspiration of Peninsular Malaysia,6,1,4,8
Deep Learning Model for Global Spatio-Temporal Image Prediction,5,1,1,7
A Multi-Matrix Metabolomic Approach in Ringed Seals and Beluga Whales to Evaluate Contaminant and Climate-Related Stressors,7,1,6,2
"Agronomic Improvements, Not Climate, Underpin Recent Rice Yield Gains in Changing Environments",2,1,2,0
A Development of a Robust Machine for Removing Irregular Noise with the Intelligent System of Auto-Encoder for Image Classification of Coastal Waste,2,1,2,1
"Study and Prediction of Surface Deformation Characteristics of Different Vegetation Types in the Permafrost Zone of Linzhi, Tibet",6,1,1,3
Does Human Capital Matter for China’s Green Growth?—Examination Based on Econometric Model and Machine Learning Methods,3,1,2,8
Large-Scale Sequencing of Borreliaceae for the Construction of Pan-Genomic-Based Diagnostics,6,1,3,3
Evaluation of Nonparametric Machine-Learning Algorithms for an Optimal Crop Classification Using Big Data Reduction Strategy,4,0,3,6
Dummy regression to predict dry fiber in Agave lechuguilla Torr in two large-scale bioclimatic regions in Mexico,12,1,7,1
Does climate help modeling COVID-19 risk and to what extent?,9,1,2,5
Spatial and Machine Learning Approach to Model Childhood Stunting in Pakistan: Role of Socio-Economic and Environmental Factors,2,1,1,5
Predicting Modified Fournier Index by Using Artificial Neural Network in Central Europe,10,1,6,3
High-Coverage Reconstruction of XCO<inf>2</inf> Using Multisource Satellite Remote Sensing Data in Beijing–Tianjin–Hebei Region,4,1,1,17
Improved Infilling of Missing Metadata from Expendable Bathythermographs (XBTs) Using Multiple Machine Learning Methods,7,0,1,2
Temperature impacts on hate speech online: evidence from 4 billion geolocated tweets from the USA,3,1,4,15
"Economic development, weather shocks and child marriage in South Asia: A machine learning approach",5,1,5,2
Spatiotemporal dynamics of global population and heat exposure (2020-2100): based on improved SSP-consistent population projections,7,1,4,23
Constructing high-resolution groundwater drought at spatio-temporal scale using GRACE satellite data based on machine learning in the Indus Basin,8,1,5,39
Mapping the groundwater memory across Ireland: A step towards a groundwater drought susceptibility assessment,6,1,5,8
The transformation of our food system using cellular agriculture: What lies ahead and who will lead it?,4,0,4,19
Factors affecting the presence of Arctic charr in streams based on a jittered binary genetic programming model,9,1,6,4
Assessing and forecasting the effects of submersion on biodiversity. A method to implement an ecological-quality indicator in a context of coastal realignment and rising sea levels,5,1,2,0
Soil hydrology in the Earth system,19,0,13,124
Using Machine Learning to Identify Heterogeneous Impacts of Agri-Environment Schemes in the EU: A Case Study,3,0,1,19
Spatio-temporal cross-validation to predict pluvial flood events in the Metropolitan City of Venice,5,0,3,14
"State of charge, remaining useful life and knee point estimation based on artificial intelligence and Machine learning in lithium-ion EV batteries: A comprehensive review",4,0,1,44
Polar night jet characterization through artificial intelligence,3,1,1,0
Optimized empirical model based on whale optimization algorithm for simulate daily reference crop evapotranspiration in different climatic regions of China,11,0,3,14
Which are the most favourable conditions for reducing soil CO<inf>2</inf> emissions with no-tillage? Results from a meta-analysis,6,1,4,13
Prediction of greenhouse gas emissions from agricultural fields with and without cover crops,3,0,4,4
Machine learning approach to predict terrestrial gross primary productivity using topographical and remote sensing data,3,0,2,26
Intelligent energy and ecosystem for real-time monitoring of glaciers,7,0,4,31
Centenary covariations of water salinity and storage of the largest lake of Northwest China reconstructed by machine learning,6,0,3,9
Regional prediction of multi-mycotoxin contamination of wheat in Europe using machine learning,3,1,1,10
Spatial-temporal flood inundation nowcasts by fusing machine learning methods and principal component analysis,3,0,2,43
Using cloud computing techniques to monitor long-term variations in ecohydrological dynamics of small seasonally-flooded wetlands in semi-arid South Africa,4,0,1,11
Forecasting groundwater anomaly in the future using satellite information and machine learning,2,0,1,16
"Random forest modelling of multi-scale, multi-species habitat associations within KAZA transfrontier conservation area using spoor data",11,1,6,7
Predicted impacts of climate change and extreme temperature events on the future distribution of fruit bat species in Australia,4,1,3,11
Sustainability-based reliability design for reuse of concrete components,3,0,3,8
Uncertainty energy planning of net-zero energy communities with peer-to-peer energy trading and green vehicle storage considering climate changes by 2050 with machine learning methods,4,0,4,43
Quantum computing and quantum artificial intelligence for renewable and sustainable energy: A emerging prospect towards climate neutrality,2,0,1,51
Microgrid Operational Planning using a Hybrid Neural Network with Resource-aware Scenario Selection,3,1,1,8
Peatlands spectral data influence in global spectral modelling of soil organic carbon and total nitrogen using visible-near-infrared spectroscopy,4,0,2,9
How do multiple kernel functions in machine learning algorithms improve precision in flood probability mapping?,9,0,7,10
