title,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,publisher,citeScoreTracker_2024,citeScoreCurrentMetric_2023
Journal of Green Building,journal,MEDI;ENGI;SOCI;ENVI,"Architecture;Public Health, Environmental and Occupational Health;Nature and Landscape Conservation;Geography, Planning and Development;Civil and Structural Engineering;Building and Construction;Environmental Science (all);Environmental Engineering;Management, Monitoring, Policy and Law",0.398,0.281,49,818,19,0.0,45,791,22,0.0,37,753,26,0.0,College Publishing,1.8,2.3
"Journal of Guidance, Control, and Dynamics",journal,ENGI;MATH;EART,Aerospace Engineering;Space and Planetary Science;Electrical and Electronic Engineering;Control and Systems Engineering;Applied Mathematics,1.584,1.092,198,15913,26,0.0,199,15708,50,0.0,159,12874,113,0.0,American Institute of Aeronautics and Astronautics Inc. (AIAA),5.9,6.2
Journal of Harbin Institute of Technology (New Series),journal,ENGI,Engineering (all),0.115,0.111,60,234,46,10.0,46,203,34,4.35,33,166,29,0.0,Harbin Institute of Technology,0.4,0.5
Journal of Health and Safety at Work,journal,MEDI;ENGI;SOCI;ENVI,"Public Health, Environmental and Occupational Health;Human Factors and Ergonomics;Management, Monitoring, Policy and Law;Safety Research;Pollution;Safety, Risk, Reliability and Quality",0.257,0.147,56,28,28,0.0,48,77,37,8.33,33,111,32,12.12,Tehran University of Medical Sciences,0.8,0.6
Journal of Healthcare Engineering,journal,ENGI;MEDI;BIOC,Biotechnology;Health Informatics;Surgery;Biomedical Engineering,0.769,0.509,1131,7091,230,2.12,1105,9253,1033,0.54,1,7846,0,0.0,Hindawi Limited,8.5,6.2
Journal of Heat and Mass Transfer Research,journal,CENG;PHYS;ENGI,Mechanical Engineering;Fluid Flow and Transfer Processes;Condensed Matter Physics,0.138,0.153,24,26,11,0.0,24,38,10,16.67,24,136,21,8.33,"Semnan University, Center of Excellence in Nonlinear Analysis and Applications",2.0,1.1
Journal of Homeland Security and Emergency Management,journal,BUSI;ENGI;SOCI,"Safety Research;Business, Management and Accounting (miscellaneous);Safety, Risk, Reliability and Quality",1.421,0.752,15,635,4,6.67,15,623,7,0.0,25,566,18,0.0,Walter de Gruyter GmbH,1.6,8.8
"Journal of Human, Earth, and Future",journal,ENGI;AGRI;ENVI,Environmental Science (miscellaneous);Agricultural and Biological Sciences (miscellaneous);Engineering (miscellaneous),1.36,0.671,40,293,4,5.0,33,384,8,12.12,30,454,30,3.33,Ital Publication,6.5,5.7
Journal of Hydraulic Engineering,journal,ENGI;ENVI,Mechanical Engineering;Water Science and Technology;Civil and Structural Engineering,1.173,0.657,76,14189,18,2.63,87,12715,10,0.0,82,10744,62,2.44,American Society of Civil Engineers (ASCE),3.8,5.1
Journal of Hydraulic Research/De Recherches Hydrauliques,journal,ENGI;ENVI,Water Science and Technology;Civil and Structural Engineering,1.158,0.567,79,6213,15,0.0,71,5659,32,1.41,35,4869,30,2.86,Taylor and Francis Ltd.,4.3,4.9
Journal of Hydro-Environment Research,journal,ENGI;ENVI,"Civil and Structural Engineering;Water Science and Technology;Environmental Engineering;Management, Monitoring, Policy and Law;Environmental Chemistry",0.925,0.611,35,1529,2,0.0,23,1427,7,0.0,23,1321,18,0.0,Elsevier B.V.,5.2,5.8
Journal of Hydrodynamics,journal,ENGI;PHYS;MATH,Modeling and Simulation;Mechanics of Materials;Mechanical Engineering;Condensed Matter Physics,1.405,0.885,90,3889,15,2.22,89,4118,23,2.25,59,3858,46,1.69,China Ocean Press,5.9,5.9
Journal of Hydroinformatics,journal,EART;ENGI;ENVI,Geotechnical Engineering and Engineering Geology;Atmospheric Science;Water Science and Technology;Civil and Structural Engineering,0.933,0.573,69,2876,6,0.0,147,2720,44,0.0,141,2580,96,0.0,IWA Publishing,3.5,4.8
Journal of Hydrologic Engineering - ASCE,journal,ENGI;ENVI,Environmental Science (all);Environmental Chemistry;Water Science and Technology;Civil and Structural Engineering,0.787,0.638,83,6663,17,1.2,86,6042,28,0.0,85,4986,62,0.0,American Society of Civil Engineers (ASCE),3.7,4.6
Journal of Hydrology and Hydromechanics,journal,CENG;ENGI;ENVI,Mechanical Engineering;Water Science and Technology;Fluid Flow and Transfer Processes,0.744,0.524,40,1012,4,0.0,43,1010,13,0.0,29,978,19,0.0,De Gruyter Open Ltd.,4.4,4.2
Journal of ICT Research and Applications,journal,DECI;ENGI;COMP,Electrical and Electronic Engineering;Computer Science (all);Information Systems and Management,0.285,0.150,19,206,4,0.0,23,179,15,0.0,5,164,4,0.0,Institut Teknologi Bandung (ITB),2.2,1.6
Journal of Imaging,journal,ENGI;MEDI;COMP,"Radiology, Nuclear Medicine and Imaging;Computer Graphics and Computer-Aided Design;Electrical and Electronic Engineering;Computer Vision and Pattern Recognition",1.239,0.717,330,3042,33,10.91,282,4529,71,9.22,261,4792,203,10.73,Multidisciplinary Digital Publishing Institute (MDPI),6.1,5.9
Journal of Industrial Engineering and Management,journal,BUSI;ENGI,Strategy and Management;Industrial and Manufacturing Engineering,1.039,0.463,38,1546,6,2.63,30,1646,12,0.0,33,1310,29,0.0,OmniaScience,4.5,4.4
Journal of Industrial Information Integration,journal,DECI;ENGI,Industrial and Manufacturing Engineering;Information Systems and Management,3.164,2.692,105,3499,1,11.43,80,4225,5,11.25,119,4883,53,15.97,Elsevier B.V.,20.1,22.3
Journal of Industrial Integration and Management,journal,BUSI;ENGI,Engineering (all);Management of Technology and Innovation;Strategy and Management;Business and International Management,1.508,1.136,30,867,3,13.33,36,897,13,0.0,31,800,20,0.0,World Scientific,9.1,17.0
Journal of Industrial Textiles,journal,CENG;ENGI;MATE,Industrial and Manufacturing Engineering;Materials Science (miscellaneous);Chemical Engineering (miscellaneous);Polymers and Plastics,0.844,0.488,591,3785,60,9.64,112,4306,50,15.18,13,4694,9,7.69,SAGE Publications Ltd,7.1,5.3
Journal of Industrial and Production Engineering,journal,ENGI,Control and Systems Engineering;Industrial and Manufacturing Engineering,1.084,0.746,42,1634,2,0.0,40,1897,3,0.0,57,1740,34,0.0,Taylor and Francis Ltd.,9.7,7.5
Journal of Information Display,journal,ENGI;MATE,Materials Science (all);Electrical and Electronic Engineering,1.523,0.929,30,642,2,0.0,29,654,6,0.0,38,715,23,5.26,Taylor and Francis Ltd.,6.8,7.1
Journal of Information Security and Applications,journal,ENGI;COMP,"Computer Networks and Communications;Software;Safety, Risk, Reliability and Quality",1.653,1.264,216,5213,11,0.0,208,6240,37,0.48,180,6235,112,0.0,Elsevier Ltd,8.8,10.9
Journal of Information Systems Education,journal,ENGI;SOCI,Education;Engineering (miscellaneous),1.035,0.419,37,461,7,0.0,34,549,17,0.0,30,427,25,0.0,ISCAP- Information Systems and Computing Academic Professionals,2.0,2.8
Journal of Information Technology in Construction,journal,ENGI;COMP,Computer Science Applications;Building and Construction;Civil and Structural Engineering,1.246,0.733,53,1757,2,13.21,40,1840,8,5.0,37,1852,30,16.22,International Council for Research and Innovation in Building and Construction,8.0,6.9
Journal of Information and Communication Convergence Engineering,journal,ENGI;COMP,Computer Networks and Communications;Media Technology;Information Systems;Electrical and Electronic Engineering,0.252,0.184,42,121,18,0.0,46,166,32,0.0,21,127,18,0.0,The Korean Institute of Information and Commucation Engineering,1.2,1.1
Journal of Information and Telecommunication,journal,ENGI;COMP,Computer Networks and Communications;Computer Science Applications;Computer Science (miscellaneous);Electrical and Electronic Engineering,1.342,0.674,24,384,4,0.0,27,500,4,0.0,42,486,29,0.0,Taylor and Francis Ltd.,7.7,7.5
"Journal of Infrared, Millimeter, and Terahertz Waves",journal,PHYS;ENGI,Instrumentation;Radiation;Condensed Matter Physics;Electrical and Electronic Engineering,1.236,0.495,60,3461,12,5.0,62,3246,20,3.23,61,2749,41,3.28,Springer New York,4.3,6.2
Journal of Infrastructure Systems,journal,ENGI,Civil and Structural Engineering,1.02,0.584,67,3049,9,2.99,57,2977,16,0.0,47,2619,31,8.51,American Society of Civil Engineers (ASCE),4.4,6.1
Journal of Innovation Management,journal,BUSI;ENGI,Management of Technology and Innovation;Engineering (miscellaneous),0.714,0.464,18,547,4,0.0,30,580,19,3.33,23,501,21,0.0,Universidade do Porto - Faculdade de Engenharia,2.3,3.5
Journal of Innovative Optical Health Sciences,journal,PHYS;ENGI;MEDI;MATE,"Electronic, Optical and Magnetic Materials;Biomedical Engineering;Atomic and Molecular Physics, and Optics;Medicine (miscellaneous)",0.621,0.492,61,1036,11,1.64,75,1070,26,24.0,64,954,50,14.06,World Scientific,4.3,4.5
Journal of Insect Biotechnology and Sericology,journal,BUSI;BIOC;ENGI;AGRI;IMMU,"Biotechnology;Applied Microbiology and Biotechnology;Insect Science;Industrial and Manufacturing Engineering;Agricultural and Biological Sciences (all);Business, Management and Accounting (all)",0.352,0.146,6,269,4,0.0,6,241,6,0.0,3,158,3,0.0,Japanese Society of Sericultural Sciences,0.5,0.4
"Journal of Institute of Control, Robotics and Systems",journal,ENGI;MATH;COMP,Software;Control and Systems Engineering;Applied Mathematics,0.529,0.230,164,259,124,0.0,147,288,127,0.0,132,193,128,0.0,"Institute of Control, Robotics and Systems",1.4,1.5
Journal of Integrated Circuits and Systems,journal,ENGI,Electrical and Electronic Engineering,0.231,0.156,49,102,23,6.12,42,145,30,0.0,34,136,31,0.0,Brazilian Microelectronics Society,1.1,0.9
Journal of Integrated Coastal Zone Management,journal,ENVI;ENGI;EART,"Engineering (all);Oceanography;Engineering (miscellaneous);Environmental Engineering;Management, Monitoring, Policy and Law;Ocean Engineering",0.186,0.140,20,132,11,5.0,12,121,11,8.33,0,96,0,0.0,APRH (Associacao Portuguesa dos Recursos Hidricos),1.6,2.0
Journal of Integrated Design and Process Science,journal,ENGI,Engineering (all),0.359,0.261,10,150,5,0.0,18,176,8,11.11,4,151,4,25.0,IOS Press BV,1.8,1.4
Journal of Integrated Disaster Risk Management,journal,ENVI;BUSI;SOCI;MEDI;ENGI,"Global and Planetary Change;Emergency Medicine;Safety Research;Business, Management and Accounting (miscellaneous);Management, Monitoring, Policy and Law;Safety, Risk, Reliability and Quality",0.35,0.239,8,8,5,0.0,19,14,14,10.53,18,24,17,0.0,IDRiM Society,0.9,0.8
Journal of Integrated Science and Technology,journal,MATH;PHAR;ENVI;PHYS;BIOC;MATE;CHEM;ENGI,"Pharmacology, Toxicology and Pharmaceutics (all);Engineering (all);Biochemistry, Genetics and Molecular Biology (all);Physics and Astronomy (all);Mathematics (all);Materials Science (all);Environmental Science (all);Chemistry (all)",0.624,0.170,30,19,10,10.0,64,62,34,3.13,125,205,77,9.6,ScienceIn Publishing,1.9,1.3
Journal of Intelligent Manufacturing,journal,ENGI;COMP,Software;Artificial Intelligence;Industrial and Manufacturing Engineering,3.088,2.071,139,9657,4,7.91,254,10171,23,9.84,406,10513,176,3.94,Springer Netherlands,15.3,19.3
Journal of Intelligent Material Systems and Structures,journal,ENGI;MATE,Materials Science (all);Mechanical Engineering,0.952,0.598,175,9918,11,1.71,161,8996,23,6.21,109,8384,68,3.67,SAGE Publications Ltd,5.6,5.4
"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations",journal,ENGI;MATH;COMP,Software;Computer Science Applications;Aerospace Engineering;Automotive Engineering;Control and Systems Engineering;Information Systems;Applied Mathematics,1.555,1.076,49,2215,2,12.24,69,2211,12,7.25,75,2021,28,1.33,Taylor and Francis Ltd.,8.3,8.8
Journal of Intelligent and Connected Vehicles,journal,ENGI;SOCI,Control and Systems Engineering;Automotive Engineering;Transportation;Mechanical Engineering,1.926,1.511,29,168,0,6.9,20,308,2,5.0,19,509,14,21.05,Tsinghua University Press,10.8,7.1
Journal of Intelligent and Fuzzy Systems,journal,ENGI;MATH;COMP,Engineering (all);Statistics and Probability;Artificial Intelligence,0.574,0.378,1033,14578,265,0.39,1502,15503,676,0.0,727,14257,594,0.28,IOS Press BV,3.5,3.4
Journal of Intelligent and Robotic Systems: Theory and Applications,journal,ENGI;COMP,Artificial Intelligence;Industrial and Manufacturing Engineering;Software;Mechanical Engineering;Electrical and Electronic Engineering;Control and Systems Engineering,1.342,0.960,252,8002,24,4.37,241,8596,62,3.32,154,7382,102,3.25,Springer Nature,6.5,7.0
"Journal of International Maritime Safety, Environmental Affairs, and Shipping",journal,ENGI;ENVI,"Pollution;Ocean Engineering;Management, Monitoring, Policy and Law;Safety, Risk, Reliability and Quality",1.285,0.742,20,150,6,10.0,19,260,8,5.26,17,278,16,23.53,Informa UK Limited,2.9,4.9
Journal of Internet Services and Information Security,journal,ENGI;COMP,Computer Science (miscellaneous);Software;Computer Networks and Communications;Electrical and Electronic Engineering;Computer Science Applications;Information Systems,0.997,0.350,36,272,3,0.0,51,236,2,0.0,75,771,40,1.33,Innovative Information Science and Technology Research Group,5.0,3.9
Journal of Investigative Medicine High Impact Case Reports,journal,ENGI;SOCI;MEDI,"Epidemiology;Safety Research;Safety, Risk, Reliability and Quality",0.46,0.294,175,945,60,0.57,149,892,98,1.34,121,785,111,0.83,SAGE Publications Ltd,1.6,1.9
Journal of Iron and Steel Research,journal,ENGI;MATE,Materials Chemistry;Metals and Alloys;Mechanics of Materials,0.49,0.171,147,880,56,0.0,0,875,0,0.0,0,663,0,0.0,Gangtie Yanjiu Xuebao,1.4,1.6
Journal of Iron and Steel Research International,journal,ENGI;MATE,Materials Chemistry;Metals and Alloys;Mechanics of Materials,1.141,0.605,183,4363,10,8.2,226,4799,24,5.31,320,5126,204,6.56,Springer International Publishing,5.1,4.3
Journal of Irrigation and Drainage Engineering - ASCE,journal,ENGI;AGRI;ENVI,Agricultural and Biological Sciences (miscellaneous);Water Science and Technology;Civil and Structural Engineering,0.683,0.318,89,4917,30,0.0,82,4694,43,0.0,50,3826,43,2.0,American Society of Civil Engineers (ASCE),3.2,3.2
Journal of Islamic Architecture,journal,ARTS;ENGI;SOCI,Architecture;Urban Studies;Building and Construction;Archeology (arts and humanities);History and Philosophy of Science;Religious Studies,0.661,0.211,38,21,21,0.0,33,29,29,0.0,20,46,20,0.0,Maulana Malik Ibrahim State Islamic University of Malang,0.8,0.6
Journal of Japan Industrial Management Association,journal,BUSI;ENGI;DECI;MATH,Applied Mathematics;Management Science and Operations Research;Strategy and Management;Industrial and Manufacturing Engineering,0.307,0.143,17,67,13,0.0,21,87,17,0.0,8,65,8,0.0,Nihon Keikei Kogakkai,0.5,0.4
Journal of Japan Institute of Electronics Packaging,journal,ENGI,Electrical and Electronic Engineering,0.104,0.131,116,57,114,0.0,121,75,118,0.0,93,63,93,0.0,The Japan Institute of Electronics Packaging,0.1,0.1
Journal of Japan Society of Civil Engineers,journal,ENGI;ENVI,Environmental Engineering;Civil and Structural Engineering,0.371,0.165,50,48,26,4.0,36,61,30,0.0,54,94,47,0.0,Japan Society of Civil Engineers,0.6,0.6
Journal of King Saud University - Engineering Sciences,journal,CENG;ENVI;MATE;ENER;ENGI;COMP,"Catalysis;Industrial and Manufacturing Engineering;Civil and Structural Engineering;Renewable Energy, Sustainability and the Environment;Mechanical Engineering;Fuel Technology;Computer Networks and Communications;Electrical and Electronic Engineering;Environmental Engineering;Materials Science (miscellaneous);Fluid Flow and Transfer Processes;Chemical Engineering (all)",1.812,0.865,86,2806,7,4.65,67,2900,7,13.43,57,2719,12,0.0,King Saud University,11.8,12.1
Journal of Korea Water Resources Association,journal,ENGI;ENVI,Environmental Science (miscellaneous);Ecological Modeling;Civil and Structural Engineering,0.319,0.181,111,98,81,0.9,86,129,73,0.0,45,113,43,0.0,Korea Water Resources Association,0.8,0.8
Journal of Laser Applications,journal,PHYS;ENGI;MATE,"Instrumentation;Biomedical Engineering;Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials",0.803,0.422,131,3154,20,3.82,172,3091,57,2.91,137,3174,105,2.19,Laser Institute of America,3.2,3.6
Journal of Laser Micro Nanoengineering,journal,PHYS;ENGI,Instrumentation;Industrial and Manufacturing Engineering;Electrical and Electronic Engineering,0.402,0.198,28,660,7,0.0,32,691,15,0.0,24,642,21,0.0,Japan Laser Processing,1.6,1.9
Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,journal,ENGI;SOCI,"Law;Engineering (miscellaneous);Safety, Risk, Reliability and Quality;Civil and Structural Engineering",1.184,0.676,57,518,18,3.51,100,661,33,2.0,86,734,66,5.81,American Society of Civil Engineers (ASCE),2.8,3.9
Journal of Location Based Services,journal,ENGI;COMP,Computer Networks and Communications;Signal Processing;Electrical and Electronic Engineering,0.658,0.452,11,364,3,0.0,19,319,9,0.0,20,264,14,15.0,Taylor and Francis Ltd.,3.4,3.7
Journal of Long-Term Effects of Medical Implants,journal,DENT;ENGI,Biomedical Engineering;Dentistry (all),0.293,0.237,51,618,21,1.96,28,608,15,0.0,47,567,42,0.0,Begell House Inc.,1.4,1.2
Journal of Loss Prevention in the Process Industries,journal,CENG;DECI;ENER;ENGI;AGRI,"Energy Engineering and Power Technology;Industrial and Manufacturing Engineering;Management Science and Operations Research;Chemical Engineering (all);Food Science;Control and Systems Engineering;Safety, Risk, Reliability and Quality",1.337,0.689,249,10605,14,0.0,225,10501,30,0.44,215,10900,144,0.0,Elsevier B.V.,6.9,7.2
Journal of Low Frequency Noise Vibration and Active Control,journal,PHYS;ENGI;EART,Acoustics and Ultrasonics;Civil and Structural Engineering;Mechanical Engineering;Building and Construction;Geophysics;Mechanics of Materials,1.034,0.407,102,1637,5,0.0,120,1884,34,0.83,146,1992,96,0.0,SAGE Publications Inc.,5.9,4.9
Journal of Low Power Electronics and Applications,journal,ENGI,Electrical and Electronic Engineering,0.725,0.375,64,532,8,4.69,64,608,15,3.13,46,566,36,6.52,Multidisciplinary Digital Publishing Institute (MDPI),3.9,3.6
