Title,cover_date,authkey_word,Year
Spatio-temporal cross-validation to predict pluvial flood events in the Metropolitan City of Venice,2022-09-01,Forward feature selection | Machine learning | Metropolitan city of Venice | Pluvial flood risk | Spatio-temporal cross-validation | Triggering factors,2022
"State of charge, remaining useful life and knee point estimation based on artificial intelligence and Machine learning in lithium-ion EV batteries: A comprehensive review",2022-09-01,Artificial intelligence | Battery | Electrical vehicles | Machine learninList of,2022
Polar night jet characterization through artificial intelligence,2022-09-01,Climate change | Decision trees | Machine learning | Polar night jet | Region growing | Stratosphere,2022
Optimized empirical model based on whale optimization algorithm for simulate daily reference crop evapotranspiration in different climatic regions of China,2022-09-01,Extreme learning machine model | Hybrid model | Radiation model | Reference crop evapotranspiration | Temperature model | Whale optimization algorithm,2022
Which are the most favourable conditions for reducing soil CO<inf>2</inf> emissions with no-tillage? Results from a meta-analysis,2022-09-01,Agricultural soils | Global warming | Greenhouse gases | Net-zero agriculture,2022
Prediction of greenhouse gas emissions from agricultural fields with and without cover crops,2022-09-01,,2022
Machine learning approach to predict terrestrial gross primary productivity using topographical and remote sensing data,2022-09-01,Eddy covariance | EXtreme gradient boosting (XGBoost) regression | Fluxnet2015 | Machine learning | Random forest regression | Support vector machine (SVM) regression,2022
Intelligent energy and ecosystem for real-time monitoring of glaciers,2022-09-01,AI | climate change | Glaciers | IoT | remote sensing | rescue robots | UAV,2022
Centenary covariations of water salinity and storage of the largest lake of Northwest China reconstructed by machine learning,2022-09-01,Bosten Lake | Climate change | Lake | Machine learning | Salinity | Water storage,2022
Regional prediction of multi-mycotoxin contamination of wheat in Europe using machine learning,2022-09-01,Chemical hazard | Climate change | Co-contamination | Contaminant | Food safety | Forecast | Map | Random forest algorithm | Satellite image,2022
Spatial-temporal flood inundation nowcasts by fusing machine learning methods and principal component analysis,2022-09-01,Nonlinear Autoregressive with Exogenous Inputs (NARX) | Principal Component Analysis (PCA) | Self-Organizing Map (SOM) | Spatio-temporal analysis of inundation | Urban flood forecasting,2022
Using cloud computing techniques to monitor long-term variations in ecohydrological dynamics of small seasonally-flooded wetlands in semi-arid South Africa,2022-09-01,Artificial intelligence | Dryland wetland | Ephemeral wetland | Machine learning algorithm | Wetland condition | Wetland management,2022
Forecasting groundwater anomaly in the future using satellite information and machine learning,2022-09-01,Climate change | GRACE and GRACE-FO | GroundWater Anomaly (GWA) | Group Method of Data Handling (GMDH) | Lake Urmia Basin (LUB) | Terrestrial Water Storage Anomaly (TWSA),2022
"Random forest modelling of multi-scale, multi-species habitat associations within KAZA transfrontier conservation area using spoor data",2022-09-01,African mammals | habitat associations | machine learning | multi-scale modelling | multi-species | random forest | spoor | transfrontier conservation area,2022
Predicted impacts of climate change and extreme temperature events on the future distribution of fruit bat species in Australia,2022-09-01,Blossom bat | Flying fox | Pollinator | Range shift | Species distribution model | Tube-nosed bat,2022
Sustainability-based reliability design for reuse of concrete components,2022-09-01,Carbonation-induced degradation | Climate change adaptation | Concrete component reuse | Machine learning | Structural reliability | Sustainability,2022
Uncertainty energy planning of net-zero energy communities with peer-to-peer energy trading and green vehicle storage considering climate changes by 2050 with machine learning methods,2022-09-01,Climate changes by 2050 | Green vehicle storage | Machine learning | Net-zero energy community | Peer-to-peer trading | Uncertainty energy planning,2022
Quantum computing and quantum artificial intelligence for renewable and sustainable energy: A emerging prospect towards climate neutrality,2022-09-01,Artificial intelligence | Chemistry | Climate-neutrality | Quantum computing | Renewable energy | Sustainability,2022
Microgrid Operational Planning using a Hybrid Neural Network with Resource-aware Scenario Selection,2022-09-01,Climate Change | Design of Experiments | Dimension Reduction | Dynamic Data-Driven Application Systems | Energy systems | Machine Learning | Optimization | Power Systems | Small Island Developing States | Stochastic Optimization | Sustainable Development Goal 7,2022
Peatlands spectral data influence in global spectral modelling of soil organic carbon and total nitrogen using visible-near-infrared spectroscopy,2022-09-01,Climate change | Greenhouse gases emissions | Machine learning | Proximal sensing | Soil spectroscopy,2022
How do multiple kernel functions in machine learning algorithms improve precision in flood probability mapping?,2022-09-01,Climate change | Gaussian process regression | Hydro-climatic hazards | Machine learning algorithms | Support vector machine,2022
Increase of the energy available for snow ablation in the Pyrenees (1959–2020) and its relation to atmospheric circulation,2022-09-01,Circulation types | Climate variability | Heat balance | Pyrenees | Snow,2022
"The state of wildfire and bushfire science: Temporal trends, research divisions and knowledge gaps",2022-09-01,Bushfire | Climate change | Fire management | Forest fire | Natural disasters | Wildfire,2022
Prediction of MODIS land surface temperature using new hybrid models based on spatial interpolation techniques and deep learning models,2022-09-01,Convolutional LSTM | Deep learning | Inverse distance weighting | MODIS Land surface temperature | Prediction | Remote Sensing,2022
Artificial intelligence for climate change adaptation,2022-09-01,AI | climate change adaptation | machine learning,2022
Generalization of solar power yield modeling using knowledge transfer,2022-09-01,Energy forecasting | Knowledge transfer | Machine learning | Photovoltaic | Transfer learning,2022
Detecting ditches using supervised learning on high-resolution digital elevation models,2022-09-01,Classification and regression trees | Geographic information systems | Machine learning | Supervised learning by classification,2022
Selection of the gridded temperature dataset for assessment of thermal bioclimatic environmental changes in Amu Darya River basin,2022-09-01,Amu Darya | Bioclimatic indicators | Compromise programming | Gridded temperature data | Group decision-making | Statistical metrics | Trend analysis,2022
Forest protection and permanence of reduced emissions,2022-08-29,deforestation | jurisdictional approach | machine learning | permanence | reducing emissions from deforestation and forest degradation in developing countries (REDD+),2022
Climate Change Effects on Pathogen Emergence: Artificial Intelligence to Translate Big Data for Mitigation,2022-08-26,artificial intelligence | climate change | decision support | geographic risk | plant disease | remote sensing,2022
Machine learning ecological networks,2022-08-26,,2022
Engaging Female High School Students in the Frontiers of Computing,2022-08-23,,2022
Climate change and its impact on rice acreage in high-latitude regions of China: an estimation by machine learning,2022-08-22,Climate change | Price | Rice area | Yield expectation,2022
Emerging signals of declining forest resilience under climate change,2022-08-18,,2022
"Mapping photovoltaic power plants in China using Landsat, random forest, and Google Earth Engine",2022-08-17,,2022
Understanding Sources and Drivers of Size-Resolved Aerosol in the High Arctic Islands of Svalbard Using a Receptor Model Coupled with Machine Learning,2022-08-16,Arctic | machine learning | meteorology | particle number concentration | positive matrix factorization | source apportionment,2022
"Data-driven Humanitarian Mapping and Policymaking: Toward Planetary-Scale Resilience, Equity, and Sustainability",2022-08-14,algorithmic decision-making and ethics | climate crisis | community-based design | computational social science | data science and public policy | data-driven humanitarian action | fair and interpretable machine learning | human-centered data science | public policy | remote sensing. | social computing | sustainable development,2022
